"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T6,2026-02-27,"1","00487",2,13,19,25,27,1,0,10948323500,0,10000000,4,5000000,93,500000,138,100000,2568,30000,11297,10000,1,2,2,0,X,L,CL,1,"3","2-13-19",3,,0,1,0,2,,86,"1220",5,CLLLL,29,15,20,,"4,6,34",3,19,"81 (00406: 1-2-13-27-31)",3,false,false,true,2026-05-11 13:11:22.481 +0700
T5,2026-02-26,"2","00486",8,15,23,24,26,11,0,10225251000,2,10000000,17,5000000,144,500000,314,100000,3614,30000,20590,10000,1,1,3,0,Z,L,CC,3,"3","23",1,,1,1,0,1,,96,"1130",21,CLLCC,42,34,20,"24","6,24,34",3,18,"116 (00370: 7-15-23-24-33)",3,false,false,true,2026-05-11 13:11:22.483 +0700
T5,2026-02-26,"1","00485",3,14,19,27,33,10,0,9228794000,0,10000000,8,5000000,86,500000,203,100000,2397,30000,15787,10000,1,2,1,1,Z,C,LL,1,,"3-19",2,"33",0,1,1,0,"32",96,"1211",5,LCLLL,37,22,20,"3","3,6,24,34",4,17,"37 (00448: 3-14-17-19-35)",3,false,false,false,2026-05-11 13:11:22.485 +0700
T4,2026-02-25,"2","00484",5,14,15,16,29,10,0,8504587000,0,10000000,6,5000000,84,500000,220,100000,2563,30000,16746,10000,1,3,1,0,Z,C,LL,2,"3","5-29",2,,2,1,1,0,"52",79,"1310",5,LCLCL,5,26,20,"15","3,15,24,34",4,16,"148 (00336: 5-7-15-16-18)",3,false,false,false,2026-05-11 13:11:22.487 +0700
T6,2026-02-20,"1","00473",10,12,27,30,31,12,0,6727910000,0,10000000,3,5000000,43,500000,133,100000,1895,30000,10393,10000,0,2,1,2,Z,C,CL,3,"0","31",1,,1,0,0,2,"02",110,"0212",4,CCLCL,16,14,20,,"24",1,5,"157 (00316: 9-10-27-30-31)",4,false,false,false,2026-05-11 13:11:22.510 +0700
T5,2026-02-19,"2","00472",9,21,23,25,29,3,0,6569592500,0,10000000,6,5000000,78,500000,203,100000,2117,30000,14887,10000,1,0,4,0,X,L,LL,0,"1,3","23-29",2,,0,1,0,0,"92",107,"1040",78,LLLLL,2,4,20,,,0,4,"2 (00470: 9-23-27-29-33)",3,false,false,false,2026-05-11 13:11:22.512 +0700
T5,2026-02-19,"1","00471",1,13,14,19,30,1,0,6438642500,0,10000000,3,5000000,32,500000,95,100000,1413,30000,7278,10000,1,3,0,1,X,L,LC,2,"2","13-19",2,,1,0,0,1,,77,"1301",23,LLCLC,12,9,20,,,0,3,"34 (00437: 13-14-15-19-22)",3,false,false,true,2026-05-11 13:11:22.513 +0700
T4,2026-02-18,"2","00470",9,23,27,29,33,1,0,6248570000,1,10000000,1,5000000,96,500000,159,100000,2384,30000,10718,10000,1,0,3,1,X,L,LL,0,"1","23-29",2,"33",0,1,0,1,"32,92",121,"1031",15,LLLLL,39,18,20,,,0,2,"39 (00431: 11-19-27-29-33)",3,false,false,false,2026-05-11 13:11:22.514 +0700
T4,2026-02-18,"1","00469",11,17,25,30,32,6,0,6085047500,1,10000000,6,5000000,46,500000,159,100000,1714,30000,11695,10000,0,2,1,2,Y,C,LC,2,"0","11-17",2,"11",0,0,1,0,,115,"0212",27,LLLCC,6,11,20,,,0,1,"97 (00372: 3-5-11-25-30)",3,false,false,false,2026-05-11 13:11:22.517 +0700
T3,2026-02-17,"2","00468",13,21,28,32,35,11,1,7010542500,1,10000000,4,5000000,117,500000,241,100000,2704,30000,19037,10000,0,1,2,2,Z,L,LL,2,"0","13",1,,0,1,1,1,,129,"0122",7,LLCCL,22,17,20,,,0,0,"79 (00389: 1-25-28-32-35)",3,true,false,false,2026-05-11 13:11:22.520 +0700
T3,2026-02-17,"1","00467",19,21,22,23,31,4,0,6803692500,0,10000000,5,5000000,76,500000,185,100000,1951,30000,12801,10000,0,1,3,1,X,C,LL,1,"0","19-23-31",3,"22",2,0,2,2,"12",116,"0131",96,LLCLL,48,14,20,,,0,31,"106 (00361: 1-2-19-21-31)",3,false,false,false,2026-05-11 13:11:22.522 +0700
T2,2026-02-16,"2","00466",4,8,19,21,30,7,0,6611195000,0,10000000,4,5000000,118,500000,273,100000,3652,30000,21359,10000,2,1,1,1,Y,L,CC,3,,"19",1,,0,1,0,3,,82,"2111",60,CCLLC,74,24,20,"21","21",1,30,"339 (00127: 1-8-19-21-30)",4,false,false,false,2026-05-11 13:11:22.524 +0700
T2,2026-02-16,"1","00465",7,18,22,27,29,4,0,6367192500,3,10000000,6,5000000,65,500000,227,100000,2360,30000,14002,10000,1,1,3,0,X,C,LL,2,"3","7-29",2,"22",0,1,1,1,"72",103,"1130",171,LCCLL,31,24,20,"27","21,27",2,29,"80 (00385: 22-27-29-33-34)",3,false,false,false,2026-05-11 13:11:22.525 +0700
CN,2026-02-15,"2","00464",1,6,8,10,22,7,0,6247582500,1,10000000,2,5000000,90,500000,221,100000,2331,30000,15870,10000,3,1,1,0,Y,L,LC,4,"3",,0,"22",0,0,2,1,,47,"3110",1,LCCCC,3,3,20,,"21,27",2,28,"34 (00430: 1-8-9-19-22)",3,false,false,false,2026-05-11 13:11:22.527 +0700
CN,2026-02-15,"1","00463",1,3,5,10,26,9,0,6066177500,1,10000000,8,5000000,73,500000,233,100000,2169,30000,17087,10000,3,1,1,0,Z,L,LC,2,"3","3-5",2,,0,2,0,2,,45,"3110",1,LLLCC,18,17,20,,"21,27",2,27,"60 (00403: 1-3-10-26-34)",4,false,false,false,2026-05-11 13:11:22.528 +0700
T7,2026-02-14,"2","00462",4,6,8,14,25,7,-1,23664402500,5,1602579500,91,48340000,896,4900000,3115,1365000,26722,175000,212788,10000,3,1,1,0,Y,L,CL,4,"3",,0,,0,0,0,1,"42",57,"3110",16,CCCCL,58,36,20,"25","25,27",2,26,"69 (00393: 4-6-24-25-26)",3,false,true,true,2026-05-11 13:11:22.530 +0700
T7,2026-02-14,"1","00461",13,20,22,32,34,12,0,15922947500,1,10000000,10,5000000,122,500000,375,100000,4348,30000,33550,10000,0,1,2,2,Z,C,LC,4,"0","13",1,"22",0,1,2,0,"22",121,"0122",9,LCCCC,130,7,20,,"25",1,25,"140 (00321: 5-7-13-22-34)",3,false,false,false,2026-05-11 13:11:22.531 +0700
T6,2026-02-13,"2","00460",10,14,16,20,32,11,0,14426752500,1,10000000,15,5000000,213,500000,528,100000,5867,30000,40079,10000,0,3,1,1,Z,L,CC,5,"0",,0,,0,1,1,0,"02",92,"0311",98,CCCCC,82,12,20,,"25",1,24,"17 (00443: 7-10-13-16-20)",3,false,false,false,2026-05-11 13:11:22.534 +0700
T6,2026-02-13,"1","00459",5,11,12,29,32,4,0,12540329000,2,10000000,4,5000000,99,500000,257,100000,2946,30000,17847,10000,1,2,1,1,X,C,LC,2,,"5-11-29",3,"11",1,0,2,1,"22",89,"1211",9,LLCLC,5,15,20,,"25",1,23,"19 (00440: 5-10-11-28-29)",3,false,false,false,2026-05-11 13:11:22.537 +0700
T5,2026-02-12,"2","00458",2,11,15,17,29,5,0,11661751500,1,10000000,7,5000000,74,500000,390,100000,2983,30000,26579,10000,1,3,1,0,Y,L,CL,1,"3","2-11-17-29",4,"11",0,0,2,1,,74,"1310",15,CLLLL,111,13,20,,"25",1,22,"172 (00286: 8-11-17-21-29)",3,false,false,false,2026-05-11 13:11:22.539 +0700
T5,2026-02-12,"1","00457",6,10,11,26,29,3,0,10660209000,3,10000000,5,5000000,122,500000,215,100000,2560,30000,15647,10000,1,2,2,0,X,L,CL,3,"3","11-29",2,"11",1,0,0,2,"62",82,"1220",17,CCLCL,63,19,20,,"25",1,21,"17 (00440: 5-10-11-28-29)",3,false,false,false,2026-05-11 13:11:22.542 +0700
T4,2026-02-11,"2","00456",4,9,16,23,28,2,0,10001043500,0,10000000,7,5000000,109,500000,266,100000,3051,30000,18644,10000,2,1,2,0,X,C,CC,3,"3","23",1,,0,0,2,0,,80,"2120",38,CLCLC,48,6,20,,"25",1,20,"7 (00449: 8-9-11-16-23)",3,false,false,false,2026-05-11 13:11:22.544 +0700
T4,2026-02-11,"1","00455",9,20,23,26,34,10,0,9074893500,0,10000000,6,5000000,99,500000,194,100000,2316,30000,12851,10000,1,0,3,1,Z,C,LC,3,"1","23",1,,0,0,1,1,,112,"1031",19,LCLCC,5,19,20,,"25",1,19,"168 (00287: 9-20-24-26-34)",4,false,false,false,2026-05-11 13:11:22.546 +0700
T3,2026-02-10,"2","00454",7,9,12,13,22,6,0,8499320000,0,10000000,5,5000000,102,500000,319,100000,2984,30000,22132,10000,2,2,1,0,Y,C,LC,2,"3","7-13",2,"22",1,0,0,0,"22",63,"2210",5,LLCLC,73,20,20,,"25",1,18,"38 (00416: 7-10-12-22-23)",3,false,false,false,2026-05-11 13:11:22.547 +0700
T3,2026-02-10,"1","00453",3,18,29,30,31,9,0,8334885000,0,10000000,6,5000000,52,500000,181,100000,1690,30000,14210,10000,1,1,1,2,Z,L,LL,2,,"3-29-31",3,,2,1,2,0,,111,"1112",27,LCLCL,13,7,20,,"25",1,17,"30 (00423: 3-18-25-29-32)",3,false,false,false,2026-05-11 13:11:22.548 +0700
T2,2026-02-09,"2","00452",18,23,24,31,33,1,0,8195632500,0,10000000,4,5000000,96,500000,212,100000,3019,30000,15207,10000,0,1,2,2,X,L,CL,2,"0","23-31",2,"33",1,0,1,1,"32",129,"0122",13,CLCLL,37,13,20,,"25",1,16,"13 (00439: 19-23-24-32-33)",3,false,false,false,2026-05-11 13:11:22.550 +0700
T2,2026-02-09,"1","00451",4,9,17,18,35,7,0,7916217500,0,10000000,10,5000000,70,500000,247,100000,1713,30000,19680,10000,2,2,0,1,Y,L,CL,2,"2","17",1,,1,0,1,2,,83,"2201",7,CLLCL,2,6,20,,"25",1,15,"127 (00324: 4-8-11-18-35)",3,false,false,true,2026-05-11 13:11:22.551 +0700
CN,2026-02-08,"2","00450",7,16,17,28,30,10,0,7874495000,2,10000000,12,5000000,89,500000,218,100000,2558,30000,16176,10000,1,2,1,1,Z,C,LC,3,,"7-17",2,,1,1,1,1,"72",98,"1211",9,LCLCC,7,8,20,,"25",1,14,"101 (00349: 1-7-9-16-30)",3,false,false,false,2026-05-11 13:11:22.552 +0700
CN,2026-02-08,"1","00449",8,9,11,16,23,9,0,7758635000,1,10000000,5,5000000,65,500000,181,100000,2043,30000,12823,10000,2,2,1,0,Z,L,CL,2,"3","11-23",2,"11",1,1,0,0,,67,"2210",4,CLLCL,2,19,20,,"25",1,13,"111 (00338: 8-9-11-25-26)",3,false,false,true,2026-05-11 13:11:22.553 +0700
T7,2026-02-07,"2","00448",3,14,17,19,35,3,0,7683222500,0,10000000,5,5000000,65,500000,184,100000,2179,30000,13674,10000,1,3,0,1,X,L,LL,1,"2","3-17-19",3,,0,0,1,1,,88,"1301",26,LCLLL,7,9,20,,"25",1,12,"41 (00407: 3-13-14-20-35)",3,false,false,false,2026-05-11 13:11:22.555 +0700
T7,2026-02-07,"1","00447",2,3,9,10,31,12,0,7469520000,0,10000000,1,5000000,45,500000,134,100000,1768,30000,9872,10000,3,1,0,1,Z,C,CL,2,"2","2-3-31",3,,2,2,1,1,,55,"3101",48,CLLCL,18,20,20,,"25",1,11,"71 (00376: 3-9-10-14-25)",3,false,false,false,2026-05-11 13:11:22.556 +0700
T6,2026-02-06,"2","00446",1,3,4,14,29,4,0,7312402500,0,10000000,2,5000000,58,500000,181,100000,1931,30000,14869,10000,3,1,1,0,X,C,LL,2,"3","3-29",2,,1,2,1,2,"42",51,"3110",16,LLCCL,7,8,20,,,0,10,"60 (00386: 1-7-14-28-29)",3,false,false,false,2026-05-11 13:11:22.557 +0700
T6,2026-02-06,"1","00445",3,5,15,18,28,3,0,7077840000,0,10000000,13,5000000,53,500000,132,100000,1609,30000,10391,10000,2,2,1,0,X,L,LC,2,"3","3-5",2,,0,1,3,1,"52,82",69,"2210",37,LLLCC,10,7,20,,,0,9,"1 (00444: 4-5-15-18-32)",3,false,false,false,2026-05-11 13:11:22.558 +0700
T5,2026-02-05,"2","00444",4,5,15,18,32,11,0,6979625000,0,10000000,12,5000000,77,500000,258,100000,2343,30000,16201,10000,2,2,0,1,Z,L,CC,3,"2","5",1,,1,1,0,0,"52",74,"2201",34,CLLCC,101,15,20,,,0,8,"23 (00421: 15-18-27-32-35)",3,false,false,true,2026-05-11 13:11:22.559 +0700
T5,2026-02-05,"1","00443",7,10,13,16,20,9,0,6855447500,0,10000000,6,5000000,41,500000,158,100000,1681,30000,12606,10000,1,3,1,0,Z,L,LC,3,"3","7-13",2,,0,2,0,0,"02",66,"1310",34,LCLCC,1,9,20,,,0,7,"237 (00206: 3-7-10-13-14)",3,false,false,false,2026-05-11 13:11:22.560 +0700
T4,2026-02-04,"2","00442",17,18,21,30,34,4,0,6760467500,1,10000000,6,5000000,120,500000,257,100000,2791,30000,15234,10000,0,2,1,2,X,C,LC,3,"0","17",1,,1,1,0,0,,120,"0212",21,LCLCC,17,19,20,,,0,6,"244 (00198: 17-18-20-21-34)",4,false,false,false,2026-05-11 13:11:22.562 +0700
T4,2026-02-04,"1","00441",7,14,15,27,35,3,0,6633010000,0,10000000,7,5000000,77,500000,143,100000,1834,30000,9885,10000,1,2,1,1,X,L,LL,1,,"7",1,,1,1,0,0,"52,72",98,"1211",6,LCLLL,35,7,20,,,0,5,"8 (00433: 7-14-15-26-27)",4,false,false,false,2026-05-11 13:11:22.563 +0700
T3,2026-02-03,"2","00440",5,10,11,28,29,5,0,6530512500,0,10000000,3,5000000,77,500000,207,100000,2273,30000,13891,10000,1,2,2,0,Y,L,LL,2,"3","5-11-29",3,"11",2,0,0,0,,83,"1220",7,LCLCL,7,15,20,,,0,4,"22 (00418: 5-7-10-28-29)",4,false,false,false,2026-05-11 13:11:22.564 +0700
T3,2026-02-03,"1","00439",19,23,24,32,33,10,0,6364770000,1,10000000,1,5000000,60,500000,187,100000,1712,30000,11052,10000,0,1,2,2,Z,C,LL,2,"0","19-23",2,"33",2,0,0,0,"32",131,"0122",81,LLCCL,21,8,20,,,0,3,"69 (00370: 7-15-23-24-33)",3,false,false,false,2026-05-11 13:11:22.565 +0700
T2,2026-02-02,"2","00438",1,3,5,6,11,5,0,6269520000,2,10000000,5,5000000,84,500000,186,100000,2303,30000,17469,10000,4,1,0,0,Y,L,LL,1,"2,3","3-5-11",3,"11",1,0,0,0,"12",26,"4100",,LLLCL,14,15,20,,,0,2,"66 (00372: 3-5-11-25-30)",3,false,false,false,2026-05-11 13:11:22.567 +0700
T2,2026-02-02,"1","00437",13,14,15,19,22,3,0,6110432500,1,10000000,4,5000000,53,500000,116,100000,1442,30000,8447,10000,0,4,1,0,X,L,LC,2,"0,3","13-19",2,"22",2,1,0,0,,83,"0410",40,LCLLC,5,18,20,,,0,1,"408 (00029: 13-15-19-22-27)",4,false,false,false,2026-05-11 13:11:22.568 +0700
CN,2026-02-01,"2","00436",1,20,24,26,35,3,1,6536712500,0,10000000,17,5000000,56,500000,184,100000,1727,30000,13149,10000,1,0,3,1,X,L,LL,3,"1",,0,,0,0,0,2,,106,"1031",9,LCCCL,20,12,20,,,0,0,"73 (00363: 1-2-20-24-33)",3,true,false,true,2026-05-11 13:11:22.569 +0700
CN,2026-02-01,"1","00435",7,15,19,22,34,9,0,6455132500,0,10000000,6,5000000,49,500000,109,100000,1352,30000,9363,10000,1,2,1,1,Z,L,LC,2,,"7-19",2,"22",0,1,0,0,,97,"1211",6,LLLCC,62,9,20,,,0,35,"91 (00344: 7-10-17-19-22)",3,false,false,false,2026-05-11 13:11:22.570 +0700
T7,2026-01-31,"2","00434",11,12,16,27,29,6,0,6382230000,0,10000000,11,5000000,62,500000,187,100000,1831,30000,13617,10000,0,3,2,0,Y,C,LL,2,"0,3","11-29",2,"11",1,0,1,2,,95,"0320",133,LCCLL,92,18,20,,,0,34,"3 (00431: 11-19-27-29-33)",3,false,false,false,2026-05-11 13:11:22.572 +0700
T7,2026-01-24,"2","00420",2,25,26,28,34,6,0,8091877500,0,10000000,5,5000000,68,500000,265,100000,2108,30000,16666,10000,1,0,3,1,Y,C,CC,4,"1","2",1,,1,1,0,1,,115,"1031",24,CLCCC,23,17,20,,"11",1,20,"42 (00378: 2-6-24-28-34)",3,false,false,false,2026-05-11 13:11:22.597 +0700
T7,2026-01-24,"1","00419",13,15,22,27,31,10,0,7991125000,0,10000000,12,5000000,49,500000,135,100000,1419,30000,8841,10000,0,2,2,1,Z,C,LL,1,"0","13-31",2,"22",0,1,0,0,,108,"0221",14,LLCLL,10,7,20,,"11",1,19,"390 (00029: 13-15-19-22-27)",4,false,false,false,2026-05-11 13:11:22.599 +0700
T6,2026-01-23,"2","00418",5,7,10,28,29,2,0,7931132500,0,10000000,4,5000000,67,500000,148,100000,2137,30000,11439,10000,2,1,2,0,X,C,LL,2,"3","5-7-29",3,,1,0,1,0,,79,"2120",14,LLCCL,11,22,20,"28","11,28",2,18,"30 (00388: 6-7-10-28-35)",3,false,false,false,2026-05-11 13:11:22.603 +0700
T6,2026-01-23,"1","00417",10,13,25,31,32,1,0,7765082500,1,10000000,2,5000000,43,500000,95,100000,1406,30000,7166,10000,0,2,1,2,X,L,CC,2,"0","13-31",2,,1,0,1,1,,111,"0212",52,CLLLC,30,16,20,,"11,28",2,17,"63 (00354: 13-31-32-33-35)",3,false,false,false,2026-05-11 13:11:22.604 +0700
T5,2026-01-22,"2","00416",7,10,12,22,23,3,0,7628490000,0,10000000,3,5000000,96,500000,202,100000,2393,30000,13515,10000,1,2,2,0,X,L,LL,3,"3","7-23",2,"22",1,1,0,0,"22",74,"1220",5,LCCCL,6,32,20,"12","11,12",2,16,"39 (00377: 7-11-12-22-30)",3,false,false,true,2026-05-11 13:11:22.605 +0700
T5,2026-01-22,"1","00415",8,17,20,27,31,12,0,7492597500,1,10000000,4,5000000,49,500000,93,100000,1542,30000,8149,10000,1,1,2,1,Z,C,CL,2,,"17-31",2,,0,0,1,1,"72",103,"1121",2,CLCLL,3,13,20,,"11,12",2,15,"57 (00358: 19-20-27-31-34)",3,false,false,false,2026-05-11 13:11:22.607 +0700
T4,2026-01-21,"2","00414",1,4,7,8,33,9,0,7383850000,1,10000000,12,5000000,57,500000,171,100000,1671,30000,14283,10000,4,0,0,1,Z,L,LL,2,"1,2","7",1,"33",1,1,1,0,,53,"4001",,LCLCL,23,15,20,,"11,12",2,14,"50 (00364: 4-8-14-33-35)",3,false,false,false,2026-05-11 13:11:22.608 +0700
T4,2026-01-21,"1","00413",8,16,24,29,30,5,0,7285662500,0,10000000,10,5000000,53,500000,132,100000,1518,30000,10617,10000,1,1,2,1,Y,L,CC,4,,"29",1,,1,0,0,1,,107,"1121",43,CCCLC,20,26,20,"30","11,12,30",3,13,"254 (00159: 8-14-16-19-29)",3,false,false,false,2026-05-11 13:11:22.609 +0700
T3,2026-01-20,"2","00412",14,15,18,19,33,4,0,7224857500,0,10000000,3,5000000,59,500000,136,100000,1839,30000,13149,10000,0,4,0,1,X,C,CL,2,"0,2","19",1,"33",2,2,2,0,,99,"0401",249,CLCLL,66,16,20,,"11,12,30",3,12,"149 (00263: 2-14-15-20-33)",3,false,false,false,2026-05-11 13:11:22.610 +0700
T3,2026-01-20,"1","00411",1,15,19,21,26,2,0,7066667500,0,10000000,6,5000000,37,500000,102,100000,1300,30000,8088,10000,1,2,2,0,X,C,LC,1,"3","19",1,,0,0,0,1,"12",82,"1220",16,LLLLC,39,8,20,,"11,12,30",3,11,"50 (00361: 1-2-19-21-31)",3,false,false,false,2026-05-11 13:11:22.611 +0700
T2,2026-01-19,"2","00410",7,8,10,14,35,9,0,6963352500,1,10000000,8,5000000,54,500000,211,100000,2287,30000,17836,10000,2,2,0,1,Z,L,LL,3,"2","7",1,,1,0,1,1,,74,"2201",26,LCCCL,12,22,20,"7","7,12,30",3,10,"22 (00388: 6-7-10-28-35)",3,false,false,false,2026-05-11 13:11:22.612 +0700
T2,2026-01-19,"1","00409",5,13,14,19,21,10,0,6818302500,1,10000000,5,5000000,63,500000,128,100000,1538,30000,9654,10000,1,3,1,0,Z,C,LL,1,"3","5-13-19",3,,1,3,1,0,,72,"1310",28,LLCLL,26,13,20,,"7,12,30",3,9,"28 (00381: 5-13-14-19-26)",4,false,false,true,2026-05-11 13:11:22.614 +0700
CN,2026-01-18,"2","00408",2,9,14,15,22,12,0,6726377500,0,10000000,3,5000000,52,500000,138,100000,1691,30000,9662,10000,2,2,1,0,Z,C,CC,3,"3","2",1,"22",1,1,1,2,"22",62,"2210",6,CLCLC,34,13,20,,"12,30",2,8,"219 (00189: 2-9-14-15-35)",4,false,false,false,2026-05-11 13:11:22.615 +0700
CN,2026-01-18,"1","00407",3,13,14,20,35,12,0,6573990000,0,10000000,7,5000000,29,500000,96,100000,984,30000,8301,10000,1,2,1,1,Z,C,LL,2,,"3-13",2,,1,0,1,2,"32",85,"1211",17,LLCCL,18,17,20,,"12",1,7,"240 (00167: 3-14-20-23-35)",4,false,false,false,2026-05-11 13:11:22.617 +0700
T7,2026-01-17,"2","00406",1,2,13,27,31,10,0,6496720000,1,10000000,3,5000000,30,500000,102,100000,1319,30000,12397,10000,2,1,1,1,Z,C,LL,1,,"2-13-31",3,,1,1,1,0,"12",74,"2111",3,LCLLL,4,15,20,,"12",1,6,"45 (00361: 1-2-19-21-31)",3,false,false,false,2026-05-11 13:11:22.618 +0700
T7,2026-01-17,"1","00405",13,18,24,29,32,1,0,6378245000,0,10000000,5,5000000,42,500000,72,100000,1155,30000,5922,10000,0,2,2,1,X,L,LC,3,"0","13-29",2,,0,0,2,0,,116,"0221",14,LCCLC,25,15,20,,"12",1,5,"297 (00108: 9-13-18-24-29)",4,false,false,false,2026-05-11 13:11:22.619 +0700
T6,2026-01-16,"2","00404",2,6,10,24,29,5,0,6288257500,0,10000000,6,5000000,55,500000,169,100000,1640,30000,14001,10000,2,1,2,0,Y,L,CL,4,"3","2-29",2,,0,1,1,1,,71,"2120",12,CCCCL,20,4,20,,,0,4,"4 (00400: 2-6-8-19-29)",3,false,false,false,2026-05-11 13:11:22.620 +0700
T6,2026-01-16,"1","00403",1,3,10,26,34,3,0,6208430000,0,10000000,3,5000000,41,500000,109,100000,1223,30000,8535,10000,2,1,1,1,X,L,LC,3,,"3",1,,0,0,1,0,,74,"2111",15,LLCCC,13,18,20,,,0,3,"338 (00065: 3-10-24-26-34)",4,false,false,false,2026-05-11 13:11:22.621 +0700
T5,2026-01-15,"2","00402",3,6,15,17,23,2,0,6125722500,1,10000000,8,5000000,43,500000,146,100000,1502,30000,9773,10000,2,2,1,0,X,C,LL,1,"3","3-17-23",3,,0,1,2,0,"32",64,"2210",26,LCLLL,3,10,20,,,0,2,"217 (00185: 6-15-17-23-25)",4,false,false,true,2026-05-11 13:11:22.623 +0700
T5,2026-01-15,"1","00401",6,9,23,24,25,7,0,6030912500,3,10000000,1,5000000,38,500000,126,100000,1092,30000,8821,10000,2,0,3,0,Y,L,CL,2,"1,3","23",1,,2,0,1,1,,87,"2030",8,CLLCL,5,14,20,,,0,1,"8 (00393: 4-6-24-25-26)",3,false,false,false,2026-05-11 13:11:22.624 +0700
T4,2026-01-14,"2","00400",2,6,8,19,29,9,1,6678602500,0,10000000,10,5000000,60,500000,185,100000,1805,30000,12529,10000,3,1,1,0,Z,L,CL,3,"3","2-19-29",3,,0,1,1,1,"92",64,"3110",2,CCCLL,21,8,20,,,0,0,"191 (00209: 2-18-19-29-32)",3,true,false,false,2026-05-11 13:11:22.625 +0700
T4,2026-01-14,"1","00399",3,4,5,19,35,8,0,6597107500,0,10000000,2,5000000,45,500000,119,100000,1035,30000,11895,10000,3,1,0,1,Y,C,LL,1,"2","3-5-19",3,,2,2,2,2,"52",66,"3101",42,LCLLL,38,10,20,,,0,7,"52 (00347: 4-5-13-29-35)",3,false,false,false,2026-05-11 13:11:22.626 +0700
T3,2026-01-13,"2","00398",3,4,6,10,27,4,0,6536245000,0,10000000,3,5000000,37,500000,151,100000,1595,30000,11067,10000,3,1,1,0,X,C,LL,3,"3","3",1,,1,0,1,1,,50,"3110",64,LCCCL,16,22,20,"3","3",1,6,"242 (00156: 6-10-11-12-27)",3,false,false,false,2026-05-11 13:11:22.628 +0700
T3,2026-01-13,"1","00397",10,15,16,18,26,9,0,6392632500,0,10000000,4,5000000,45,500000,127,100000,1398,30000,9383,10000,0,4,1,0,Z,L,CC,4,"0,3",,0,,1,0,0,1,"62",85,"0410",218,CLCCC,101,61,20,"15,18","3,15,18",3,5,"61 (00336: 5-7-15-16-18)",3,false,false,false,2026-05-11 13:11:22.629 +0700
T2,2026-01-12,"2","00396",4,21,25,28,33,11,0,6334585000,0,10000000,6,5000000,71,500000,202,100000,1809,30000,15967,10000,1,0,3,1,Z,L,CL,2,"1",,0,"33",0,2,1,0,,111,"1031",13,CLLCL,30,11,20,,"15,18",2,4,"25 (00371: 11-21-25-28-33)",4,false,false,false,2026-05-11 13:11:22.630 +0700
T2,2026-01-12,"1","00395",4,14,19,22,26,7,0,6216830000,0,10000000,3,5000000,36,500000,116,100000,1166,30000,9310,10000,1,2,2,0,Y,L,CC,4,"3","19",1,"22",0,1,2,0,"42",85,"1220",26,CCLCC,28,14,20,,"15,18",2,3,"118 (00277: 14-19-22-26-28)",4,false,false,false,2026-05-11 13:11:22.632 +0700
CN,2026-01-11,"2","00394",2,22,23,26,29,9,0,6115975000,1,10000000,6,5000000,50,500000,160,100000,1420,30000,13198,10000,1,0,4,0,Z,L,CL,3,"1,3","2-23-29",3,"22",1,1,1,1,"22",102,"1040",114,CCLCL,70,9,20,,"15,18",2,2,"19 (00375: 13-17-22-23-29)",3,false,false,false,2026-05-11 13:11:22.634 +0700
CN,2026-01-11,"1","00393",4,6,24,25,26,7,0,6042320000,0,10000000,7,5000000,32,500000,133,100000,1165,30000,12731,10000,2,0,3,0,Y,L,CC,4,"1,3",,0,,2,0,0,1,"42,62",85,"2030",211,CCCLC,105,15,20,,"15,18",2,1,"161 (00232: 6-11-15-25-26)",3,false,false,false,2026-05-11 13:11:22.635 +0700
T7,2026-01-10,"2","00392",2,8,17,23,28,4,1,19939535500,4,10000000,116,5000000,812,500000,2479,100000,23065,30000,148267,10000,2,1,2,0,X,C,CC,3,"3","2-17-23",3,,0,0,0,0,"82",78,"2120",6,CCLLC,40,26,20,"8","8,15,18",3,0,"84 (00308: 8-11-17-18-28)",3,true,false,false,2026-05-11 13:11:22.636 +0700
T7,2026-01-10,"1","00391",13,14,21,26,31,10,0,13652467000,0,10000000,15,5000000,101,500000,328,100000,3229,30000,23543,10000,0,2,2,1,Z,C,LL,2,"0","13-31",2,,1,2,1,1,"12",105,"0221",11,LCLCL,26,20,20,,"8,15,18",3,26,"10 (00381: 5-13-14-19-26)",3,false,false,false,2026-05-11 13:11:22.638 +0700
T6,2026-01-09,"2","00390",5,11,14,20,32,1,0,12700670000,0,10000000,4,5000000,110,500000,222,100000,3534,30000,16536,10000,1,2,1,1,X,L,LC,3,,"5-11",2,"11",0,0,1,0,,82,"1211",13,LLCCC,13,16,20,,"8,18",2,25,"87 (00303: 4-8-14-20-32)",3,false,false,false,2026-05-11 13:11:22.640 +0700
